Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m?),apparent_temperature_mean (ÁC),dew_point_2m_mean (ÁC)
2025-11-02,1,13474616.8,3739656.8,5.5,76,6,11,0,11.17,2.7,1.4
2025-11-03,2,12466340,4182039.6,8.1,72,17.3,61,1.7,3.69,4,3.3
2025-11-04,3,11921148.7,4206988.9,8.2,61,13.6,26,0,10.89,4.3,1
2025-11-05,4,12159259.6,4237477.7,8.6,77,15,87,2,3.18,5.1,4.7
2025-11-06,5,12397717.3,4308010.2,4.6,68,12,50,0,6.75,0.6,-1
2025-11-07,6,12578471.6,4311898.6,8.1,79,14.7,90,4.2,3.65,4.7,4.6
2025-11-08,7,13095187.2,4010357.6,4.4,71,12,61,0,6.51,0.5,-0.4
2025-11-09,1,15259409,3978859.4,-0.6,81,16.3,100,9.7,1.85,-5.5,-3.4
2025-11-10,2,14760961.9,4601576.3,-3.4,79,14.3,94,1.2,6.39,-8.4,-6.5
2025-11-11,3,14378761.3,4622760.8,-0.3,81,13.4,91,0.9,8.52,-4.8,-3.2
2025-11-12,4,13652162.6,4561235.8,3.8,81,16.5,80,0.1,5.73,-0.6,0.7
2025-11-13,5,13064583.7,4491670.7,4.5,73,16.6,45,0.1,8.9,-0.1,-0.1
2025-11-14,6,13146328.6,4467606.2,4.2,76,7.1,71,0,6.76,1.1,0.4
2025-11-15,7,14075531.7,4181681.2,5.7,88,13.5,94,3.2,3.52,2.3,3.8
2025-11-16,1,14553394.5,3958309.1,3.5,63,22,43,0,7.1,-2.2,-3.3
2025-11-17,2,13972797.4,4493564,1.4,59,16.3,42,0,7.79,-3.8,-5.8
2025-11-18,3,13457695.8,4496728.5,2,70,6.9,82,0,6.11,-1.5,-2.9
2025-11-19,4,13433477.5,4525482.6,1.2,67,5.3,46,0,8.55,-2.3,-4.3
2025-11-20,5,13180391,4518971.7,2.5,75,5.8,58,0.4,7.86,-0.6,-1.4
2025-11-21,6,12761638.3,4425295.6,6.1,82,12.4,81,0.2,5.72,2.7,3.2
2025-11-22,7,13797952.1,4181192,2.8,75,7.1,83,0,5.27,-0.5,-1.3
2025-11-23,1,14197868.5,3915869.9,5.1,77,15.8,67,2.1,7.69,0.8,1.2
2025-11-24,2,13113190.3,4356383,3.9,79,9.2,60,0,8.1,0.5,0.6
2025-11-25,3,12819874.3,4395294.1,6.5,87,7.3,100,4.7,3.13,4.1,4.3
2025-11-26,4,12795683.3,4426799.3,6.7,82,17.2,72,0.3,4.96,2.8,3.6
2025-11-27,5,13933276.4,4661401.7,1.3,70,24.8,76,0.3,6.75,-5,-3.7
2025-11-28,6,14246817.1,4725050,-0.6,72,20.4,79,0.1,6.86,-6.3,-5
2025-11-29,7,15244615,4458337.3,-0.9,71,10.6,93,0,5.7,-5.3,-5.5
2025-11-30,1,15962805.7,4220052.1,1.6,83,22.5,97,8.3,2.82,-4,-1
