Date,Day of the week,Total Residential Consumption,Total CI Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),dew_point_2m_mean (°C)
2023-04-28,6,12278433.5,3022571.6,10.5,60,10.8,72,0,24.3,7.5,2.5
2023-04-29,7,13945023.3,2742266.3,8.4,84,13.4,100,7.8,4.56,5.5,5.8
2023-04-30,1,14453032.3,2646998.9,9.1,92,18.4,100,30.9,8.72,5.9,7.8
2023-05-01,2,13614781.3,3066161.6,7.3,92,14.7,78,25.5,6.56,4.1,6
2023-05-02,3,13211578.7,3094676.9,6.5,88,7.9,92,8.5,14.26,4.1,4.6
2023-05-03,4,13587824.4,3131970.4,6.9,90,14.2,100,8.4,6.63,3.7,5.4
2023-05-04,5,13392257.2,3135371.5,7.1,80,10.8,97,0.9,9.41,4,3.7
2023-05-05,6,12434817.6,3058013.5,10.2,71,7.5,25,0,23.86,8,4.5
2023-05-06,7,12782559.8,2783838.1,12.8,61,10,34,0,19.71,10.2,4.5
2023-05-07,1,13094687.1,2617898.6,13.7,58,10.1,78,0,19.88,11.2,5
2023-05-08,2,11911094.2,2924106.9,11.3,47,13.7,1,0,28.12,7.6,-0.1
2023-05-09,3,11901504.3,2989337,10.3,51,8.6,0,0,28.23,7.4,0
2023-05-10,4,11786648.1,3045741.8,13.7,56,11.9,3,0,27.73,11,4.2
2023-05-11,5,11793491.9,3141242,16.3,59,9.6,41,1.4,26.2,14.8,7.7
2023-05-12,6,12393404.3,3229063.3,17.9,63,12.5,45,0.1,23.89,16.4,10.1
2023-05-13,7,12500670.2,2794083.5,13.3,52,13.6,4,0,28.26,10.1,2.8
2023-05-14,1,12559998.3,2587028,10.3,51,12.3,5,0,28.48,6.7,-0.2
2023-05-15,2,11879634.8,2973801.9,14.6,44,15.8,91,0,23.6,10.5,1.3
2023-05-16,3,11990138.1,2964526.9,10.3,60,14.6,83,2.4,13.15,6.5,2.6
2023-05-17,4,12909477.1,3062768.2,4.3,48,14.6,52,0,22.99,-0.5,-6.4
2023-05-18,5,12637132.9,3085546.6,8.5,52,7.7,27,0,29.25,5.5,-1.5
2023-05-19,6,12272599.6,3103143.5,14.6,62,11.6,88,0.3,23.57,12.6,7.2
2023-05-20,7,13298758.4,2823801.5,14.4,94,7,99,18,6.75,14.5,13.5
2023-05-21,1,12904149.1,2732160.3,14.8,69,13.5,36,0.8,25.09,12.8,8.4
2023-05-22,2,13098387.5,2562698.7,10.4,56,6.3,5,0,29.8,8.2,1.5
2023-05-23,3,11973189.2,3073854.6,14.2,56,7.7,28,0,29.07,12.2,4.5
2023-05-24,4,12086317.2,2994132.4,10.4,69,15.1,57,6.9,16.47,7.1,4.4
2023-05-25,5,12104930.4,3042850.3,10.2,56,11.8,0,0,29.76,7.1,1.2
2023-05-26,6,11973430.7,3087942.8,13.8,55,7.7,41,0,27.83,11.8,4.2
2023-05-27,7,13267155.5,2971116,17.8,56,9.6,6,0,28.85,16.3,7.9
2023-05-28,1,15244603.1,2920087.1,19.9,51,11,1,0,29.49,18.6,8.9
2023-05-29,2,13885741.4,3223014.5,17.8,38,11.4,11,0,30.33,14.9,2.4
2023-05-30,3,13998310.8,3382294.6,18.6,47,7.2,0,0,29.85,17.3,6.6
2023-05-31,4,16467355.5,3671350.5,21.9,55,6,0,0,29.03,22,11.4
2023-06-01,5,19216117.7,3954292,24.2,60,7.1,30,1.2,26.16,25,14.5
2023-06-02,6,19173540.5,3932660.2,22.9,66,9.7,60,0.5,22.38,23.5,15.4
2023-06-03,7,14196387.8,3029979.5,17.1,50,13.8,22,0,29.69,14.5,5.7
2023-06-04,1,13558959.1,2765131.1,16.1,44,10.2,19,0,29.99,13.5,2.5
2023-06-05,2,12481600.8,3096036.1,17,61,6.9,79,2.5,20.09,15.7,8.4
2023-06-06,3,12407337.2,3078367.6,15.6,66,14.8,42,1.7,25.07,13.3,8.8
2023-06-07,4,12034748.9,2971023.6,13.3,59,13.5,95,0.9,10.58,10.2,5.4
2023-06-08,5,11957514.7,3023783.1,12.9,76,7.6,85,2,11.89,11.5,8.5
2023-06-09,6,12144119.8,3053834.1,13.3,83,5.9,64,2.1,20.06,12.6,10.2
2023-06-10,7,13599977.8,2945353.8,16,72,3.9,72,0,24.26,15.7,10.1
2023-06-11,1,14122478.1,2763355.3,17.5,81,5.5,88,3.6,20.74,18.1,13.7
2023-06-12,2,13817982.5,3206552.5,19.3,77,13.6,100,12.1,14.45,19,14.8
2023-06-13,3,13174412.8,3179698.9,17.4,77,9.4,81,18.2,16.41,17,12.8
2023-06-14,4,12304292.1,3058627.7,15.1,81,6.7,97,1.9,9.63,14.7,11.7
2023-06-15,5,13752047.3,3343792.6,19.1,71,10.4,66,0.1,25.82,18.9,13.2
2023-06-16,6,14053300.7,3330667.5,18.4,71,8.3,76,0.4,24.53,18.3,12.6
2023-06-17,7,13430560.6,2876526.1,16.3,77,12.5,71,1.4,14.47,15.1,12
2023-06-18,1,14158385.8,2784498.5,17.3,79,5.4,60,0.8,18.44,17.6,13.4
2023-06-19,2,13826596.7,3230487.2,17.3,76,7.5,44,2.7,21.09,17.2,12.6
2023-06-20,3,15204034.7,3499235.9,20,66,5.9,17,0,25.8,20.3,12.8
2023-06-21,4,16166956.3,3612936.1,20.8,62,9.4,6,0,27.65,20.6,12.4
2023-06-22,5,17287196,3752206.2,21.9,61,5.2,4,0,29.6,22.7,13.1
2023-06-23,6,17794749.2,3795611.9,23.5,59,4.9,84,0,25.5,24.3,13.8
2023-06-24,7,18623587.6,3484739.2,22.1,82,4.7,89,9,17.33,24.8,18.8
2023-06-25,1,18541711.9,3214114.7,23.6,65,10,62,0,25.7,24.5,16
2023-06-26,2,16543565.3,3522541.9,21.9,81,13.3,89,13.1,20.66,23.1,18.2
2023-06-27,3,16155518.6,3554103.3,20.7,89,7.2,97,13.2,14.3,22.9,18.6
2023-06-28,4,13569077.6,3237153.1,18.4,86,11.6,93,1.4,10.68,18.8,16
2023-06-29,5,16049425.2,3578288.4,21.7,68,8.9,43,0.5,26.48,22.3,14.8
2023-06-30,6,15874304.1,3510875.9,20.6,79,5.7,59,0.2,15.79,22.1,16.6
2023-07-01,7,17324682.2,3172694.8,20.9,89,8,76,31.3,14.07,23,18.9
2023-07-02,1,17710312,3259379,22.5,85,4.5,93,3.2,18.06,25.7,19.7
2023-07-03,2,19335646.2,3463213.2,22.6,86,4,66,1.9,21.46,26.1,20
2023-07-04,3,20276957.4,4019890.2,24.3,81,4.3,59,0.3,23.45,28,20.5
2023-07-05,4,21906321.5,4243191.2,26.1,71,6.9,21,0,27.01,29.4,20
2023-07-06,5,22078288.6,4281766,25.6,72,7.3,72,0.2,25.66,28.3,19.3
2023-07-07,6,20100027.7,4049798.6,23.8,78,7.7,70,0.1,21.59,26.3,19.4
2023-07-08,7,19097770.4,3546002.7,23.1,69,8.7,85,2.2,26.44,24.5,16.2
2023-07-09,1,18309343.3,3272023.4,21.8,78,5.8,80,11.7,21.64,23.9,17.5
2023-07-10,2,18047831.5,3737781,21.5,86,4.7,97,0.8,14.94,24.1,18.8
2023-07-11,3,18369208.9,3842516.7,23.3,75,9,63,3.6,25.43,25.3,18.3
2023-07-12,4,16686446.8,3646791.7,21.5,70,8.2,55,0,25.32,22.2,15.1
2023-07-13,5,15131766.1,3490011,20.1,81,13.4,63,24.7,16.5,20.6,16.7
2023-07-14,6,15757854.3,3562152.8,20.5,76,5.9,22,0.3,23.94,21.9,15.8
2023-07-15,7,17121287,3350411.5,23,75,6.1,79,0.9,20.96,25.1,17.8
2023-07-16,1,18850181,3279224.7,22.9,82,6.4,55,8.8,21.75,25.7,19.4
2023-07-17,2,18201187.9,3719517.5,22.8,76,12.8,48,0.8,23.07,24.1,18
2023-07-18,3,17176299,3685971.9,21.9,72,6.4,41,3.6,26.06,23.4,16.1
2023-07-19,4,16532619.4,3640289.4,20.3,72,8.6,11,0.8,24.96,20.8,14.6
2023-07-20,5,16968746.1,3744264.8,20.8,80,7.3,71,8.4,22.71,22.3,16.6
2023-07-21,6,15622587.1,3507579.9,19.1,86,13.9,80,32.3,17.9,19.5,16.7
2023-07-22,7,16436221.7,3271286.6,20,68,14.2,27,0,25.73,19.4,13.6
2023-07-23,1,17981399.4,3243297.4,21.8,66,4.7,14,0,26.22,23,14.7
2023-07-24,2,18055087.2,3717745.6,20.9,85,6.1,53,22.7,20.92,23.1,18
2023-07-25,3,17426790.6,3739152.3,21.4,82,7.3,65,0.2,20.65,23.4,18
2023-07-26,4,18382108.2,3891619.8,22.3,83,11,73,4.1,19.41,24.2,19
2023-07-27,5,18268837.9,3877568,22.8,84,8.7,60,20.1,17.63,25.3,19.7
2023-07-28,6,18747924.2,3915210.3,23,86,10.9,60,3.4,15.45,25.4,20.3
2023-07-29,7,14739197.4,3007281.5,17.1,76,10,61,2.3,11.17,16.6,12.8
2023-07-30,1,14988800.9,2918838,18.2,71,10.4,13,0.1,25.31,17.8,12.4
2023-07-31,2,13931465.7,3216364.5,17.3,70,12.4,20,0,25.03,16.2,11
2023-08-01,3,13338213.2,3239236.9,17,65,7.4,15,0.2,22.67,16.1,9.9
2023-08-02,4,14071727.5,3390735.2,19.4,69,7.5,77,0.5,23.61,19.6,13.2
2023-08-03,5,15410499.6,3529138.7,19.4,86,11.6,95,13.4,14.34,20.3,17
2023-08-04,6,15859167.8,3519255.3,19.9,80,9,60,10.3,20.17,20.9,15.9
2023-08-05,7,15743239.9,3187012.8,19.3,70,9.3,18,0.3,22.25,19.2,13.5
2023-08-06,1,16259199.8,3136018.1,20.8,71,5.3,53,0,25.64,22,14.7
2023-08-07,2,15251992.7,2901371.4,18.7,91,14.7,100,27.7,8.17,19.1,17.1
2023-08-08,3,14518384.5,3348894.6,19.7,88,12.8,90,22.3,11.97,20.6,17.6
2023-08-09,4,16332447.2,3611764.3,20.7,78,11.5,33,0,23.03,21.5,16.4
2023-08-10,5,14648814.3,3371564.7,18.8,89,7.4,73,14.3,13.57,20.2,16.9
2023-08-11,6,14172607.9,3319750.1,18.3,78,13.5,58,1.1,20.66,17.9,14.2
2023-08-12,7,14657741.9,3018839,18.4,88,8,100,15.8,15.73,19.6,16.2
2023-08-13,1,15851280.8,2945695.9,19.5,84,10.8,52,1.5,19.71,20.4,16.6
2023-08-14,2,14877732.5,3324853.6,18.5,83,9.3,64,1,15.4,18.9,15.3
2023-08-15,3,14558160.9,3389806.2,19.9,79,7.2,72,0.5,18.59,20.9,15.8
2023-08-16,4,16694870.7,3664182.6,21.5,75,5,36,0.8,21.2,23.3,16.7
2023-08-17,5,16816811.9,3686169.7,21.6,82,10.4,25,1.9,19.67,23.2,18.3
2023-08-18,6,14891339,3375592.5,19,80,14.2,71,5.5,19.2,18.8,15.3
2023-08-19,7,13857668.9,2930297.7,17,76,15.8,73,0.8,12.09,15.5,12.6
2023-08-20,1,15921468.7,3008253.9,20.7,77,10.3,69,0.9,18.57,21.6,16.2
2023-08-21,2,14656923.2,3289536.1,18.3,70,11.9,85,1.6,20.8,17.5,12.3
2023-08-22,3,14367653.2,3372593.5,18.3,73,7.8,57,0,22.66,18.4,13
2023-08-23,4,14807952.3,3451561.6,19.9,73,4.8,35,0.2,21.54,20.8,14.5
2023-08-24,5,13963109.4,3333747.3,18.7,82,9.7,67,3.2,13.64,19,15.1
2023-08-25,6,14250488.1,3346441.3,19,88,5.5,84,0.6,10.2,20.6,16.8
2023-08-26,7,14484068.9,2980446,18.1,81,12.8,73,2.4,14.44,17.8,14.5
2023-08-27,1,14628489.3,2835610.7,18,69,7.2,32,0,19.21,17.6,11.9
2023-08-28,2,14194379.3,3248323.6,18.4,74,4.3,8,0,20.96,19,13.2
2023-08-29,3,14809294.2,3411414.3,19.5,75,5,40,0,22.26,20.6,14.5
2023-08-30,4,13675509.9,3230377.2,17.3,83,11.9,50,8.4,14.56,17.1,14.1
2023-08-31,5,12923644.8,3162916.3,15.7,66,8.8,22,0,19.33,14.3,9.1
2023-09-01,6,13643799.1,3275797.2,17.9,73,7,4,0,22.2,18,12.6
2023-09-02,7,14604962.2,3055963.5,20,78,13.5,71,0,18.98,20.2,15.7
2023-09-03,1,17904931.6,3265350.8,22.9,77,9.6,37,0,19.96,24.7,18.2
2023-09-04,2,21211060,3364342.1,23.8,81,4.7,54,0,14.56,27.1,20.2
2023-09-05,3,21574956.2,4113428.5,25.8,79,4.8,7,0,20.02,29.9,21.5
2023-09-06,4,21848556.9,4197457.9,25.9,76,7.6,18,0.6,18.99,29.3,21
2023-09-07,5,19583568.5,3997231.5,23.8,81,8.7,56,2.2,16.68,26.6,20.2
2023-09-08,6,14726049,3416415.4,18.7,80,10.6,94,0,8.76,18.9,15
2023-09-09,7,14268440,2987186.2,17.7,69,6.7,75,0,19.57,17.4,11.7
2023-09-10,1,14700203.3,2821175.8,18.7,75,7,90,0.1,13.41,18.9,13.9
2023-09-11,2,13942645.2,3254259.5,18.5,78,4.8,64,0,15.13,19.2,14
2023-09-12,3,12857803.5,3170698.3,17.8,87,8.4,90,3.4,8.08,18.5,15.5
2023-09-13,4,13075034.2,3197037.6,17.8,77,10.9,57,3.4,15.81,17.4,13.4
2023-09-14,5,12031131.9,2998429.6,14,75,11.2,58,0.4,8.79,12.2,9.5
2023-09-15,6,12273487.9,3089495.1,15.6,71,6.1,4,0,19.73,14.9,9.9
2023-09-16,7,13080980.7,2854003.9,16.2,71,9.8,58,0,18.48,15.1,10.6
2023-09-17,1,13763463.1,2721202.4,17.1,79,6.9,76,0.8,15.17,17.2,13.1
2023-09-18,2,12721614,3066655.4,16.2,88,5.7,74,5.8,14.35,16.7,14.1
2023-09-19,3,12170786.3,3013288.2,14.7,83,13.9,79,5.5,8.74,13.2,11.6
2023-09-20,4,12035356.9,3014264.6,13.4,73,8.6,10,0,17.19,11.8,8.3
2023-09-21,5,12064262.7,3091394.2,15.2,71,4.3,2,0,18.41,14.6,9.5
2023-09-22,6,12239115,3121213.2,15.7,75,4,16,0,18.33,15.6,11.1
2023-09-23,7,12785737.2,2835887,16,76,5.5,81,0,16.91,15.7,11.5
2023-09-24,1,13753607.2,2757135.4,17.1,78,9.4,28,0,15.92,16.8,12.9
2023-09-25,2,12230144.3,2996832.8,15.8,63,14.1,0,0,17.89,13.5,8.5
2023-09-26,3,11713826.1,2974752.2,13.6,69,11.6,86,0,16.02,11.4,7.7
2023-09-27,4,11711933.7,2991834.2,13.9,71,6.9,71,0,15.8,12.4,8.1
2023-09-28,5,11837675.7,3059405.7,14.8,77,8,47,0,16.1,13.9,10.4
2023-09-29,6,11913408.3,3079935.1,15.4,84,5.8,65,0,10.07,15.4,12.5
2023-09-30,7,13151609.5,2912195.1,16.9,77,5.5,11,0,15.65,16.9,12.4
2023-10-01,1,13896247,2783804.4,18.3,76,8.9,24,0,13.82,18.3,13.8
2023-10-02,2,13139923.3,3129747.3,17.7,71,6.6,47,0,15.9,17.5,12
2023-10-03,3,14487743.8,3430188.8,20.6,77,9.2,36,0,15.52,21.3,16
2023-10-04,4,15160643.1,3510970.9,20.8,73,6.5,0,0,15.29,21.8,15.5
