Date,Day of the week,Daily CI Total Consumption,Daily Residential Total Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m?),apparent_temperature_mean (ÁC),dew_point_2m_mean (ÁC)
2021-11-15,2,1192347.8,12798116.3,2.7,79,14.4,56,1.2,8.22,-1.7,-0.8
2021-11-16,3,1221595.9,12699519.7,2,74,12.6,47,0,7.15,-2.4,-2.5
2021-11-17,4,1224186.4,12554367.8,7.7,86,16.6,100,6.9,1.63,4.4,5.4
2021-11-18,5,1216927.6,12030008.6,8,70,21.9,74,3.1,4.86,3.4,2.6
2021-11-19,6,1245762.8,12604923.7,2.8,59,18.2,27,0,8.7,-2.6,-4.7
2021-11-20,7,1193385.7,13328187.3,3.8,67,13.5,93,0,3.88,-0.5,-1.8
2021-11-21,1,1117603.5,13644493.8,4.9,80,13.8,79,4.8,5.07,1,1.6
2021-11-22,2,1236791.2,13313471.3,1,62,23.7,21,0,8.18,-5.3,-5.7
2021-11-23,3,1274708.2,13373399.2,-1.2,68,10.3,23,0,8.45,-5.6,-6.6
2021-11-24,4,1268887.6,13104134.7,2.6,71,14.1,75,0.1,6.43,-1.9,-2.4
2021-11-25,5,1261826.7,12800085.4,6.3,88,13,100,6.8,1.99,3,4.3
2021-11-26,6,1320136.2,13623396.9,0.3,72,23.1,92,0.5,3.38,-5.7,-4.2
2021-11-27,7,1274933.2,14628561.8,-1.7,67,9.9,80,0,5.25,-6.2,-7.2
2021-11-28,1,1219311.2,15322664.4,-1.3,80,10.1,97,5.2,1.67,-5.4,-4.3
2021-11-29,2,1295149.9,14233589.4,-3.7,82,7.6,56,0,7.88,-7.7,-6.4
2021-11-30,3,1324070.4,14045658.3,-1.6,84,8.9,86,1.7,3.74,-5.5,-3.9
2021-12-01,4,1300757.9,13496503.7,2,75,14.6,98,0.1,5.25,-2.5,-2
2021-12-02,5,1288597.9,13147328.9,6.1,78,26.7,76,1.7,5.97,0.5,2.4
2021-12-03,6,1320574,13600806.2,0,63,12.3,96,0,4.71,-4.7,-6.4
2021-12-04,7,1258937.8,14331265.3,1.2,67,16.5,78,0.7,5.63,-3.9,-4.4
2021-12-05,1,1209716.9,15192860.5,0.5,74,16.5,99,13.3,2.21,-4.5,-3.6
2021-12-06,2,1271285.5,13904267.4,5.7,78,29.3,86,10.8,3.06,-0.1,2
2021-12-07,3,1358631.8,14668784,-2.7,58,17.7,58,0,4.07,-8.6,-10
2021-12-08,4,1393670.4,15025543.9,-3.9,68,8.1,82,1.5,2.62,-8.2,-8.9
2021-12-09,5,1401188.8,14943121.6,-3.4,73,13.1,75,1.4,3,-8.3,-7.8
2021-12-10,6,1342304.9,13919836.6,2.6,79,8.9,99,0.1,4.97,-1,-0.9
2021-12-11,7,1225582.6,13790891.3,7.7,83,29.8,76,15.4,5.01,2.2,4.8
2021-12-12,1,1176255.4,14460629.9,2.6,62,24,7,0,7.57,-3.6,-4
2021-12-13,2,1232793.5,13178515.9,5.1,57,21,43,0,7.42,-0.5,-2.9
2021-12-14,3,1267036.2,13166955.2,2.5,78,12.3,66,0,7.03,-1.5,-1
2021-12-15,4,1291707.1,13494805,5.5,76,19.4,100,3.6,1.23,0.8,1.5
2021-12-16,5,1241183.3,12517112.7,11.9,63,32.1,78,0.4,4.46,6.1,4.8
2021-12-17,6,1275811.2,13055472.2,2.4,61,16.5,31,0,7.4,-2.7,-4.3
2021-12-18,7,1285069.5,15090019.2,-1.1,80,15.7,100,9.9,0.7,-6,-4.1
2021-12-19,1,1226891.2,15451040,-5.6,74,10,24,0,7.65,-10.3,-9.6
2021-12-20,2,1307372.2,14790447.9,-2.6,76,16.1,89,0,4.06,-7.8,-6.2
2021-12-21,3,1300441.9,14122220.1,0.3,76,12.2,74,0,6.8,-4.1,-3.6
2021-12-22,4,1341646.1,14698302.4,-0.7,62,23.5,78,0.2,5.68,-7.1,-7.2
2021-12-23,5,1352653.6,15117964.2,-3.5,68,10.8,78,1.6,4.9,-8.2,-8.7
2021-12-24,6,1230363.6,15192257.7,0.6,88,14.3,85,1.8,5.4,-3.7,-1.1
2021-12-25,7,1042724.6,14721235,3,94,11,100,8.7,2.15,-0.3,2.2
2021-12-26,1,1096218.3,14221346.8,0.5,81,13.3,69,0.2,4.76,-3.9,-2.6
2021-12-27,2,1217306.1,15242559.2,-2.3,81,22.2,100,2.9,1.05,-8.3,-5.2
2021-12-28,3,1225037.8,14360367.6,0.8,77,10.5,99,1.3,5.45,-3.3,-3.1
2021-12-29,4,1259266,14258019.4,0.9,89,11.8,100,0.8,2.4,-3.1,-0.8
2021-12-30,5,1246243.5,14041196.4,0.5,85,7,86,0,3.51,-2.9,-1.7
2021-12-31,6,1187484.6,14124924.5,2.2,92,7.3,88,0.3,3.01,-0.8,1
2022-01-01,7,1069454,14316141.6,2.4,90,14,100,2.8,1.5,-1.6,0.9
2022-01-02,1,1204561.4,15885664.2,-6.2,68,16.7,78,6,3.14,-12,-11.3
2022-01-03,2,1304252.5,16227346.5,-9,61,8.3,34,0,8.12,-13.8,-15.4
2022-01-04,3,1331993.1,15182024.1,-2.7,71,14.3,48,0,7.25,-7.7,-7.3
2022-01-05,4,1313923.3,15045211.3,1.7,69,25,84,0.8,3.13,-4.5,-3.4
2022-01-06,5,1357809.1,15616468.4,-4.5,61,20,88,0,5.08,-10.7,-11
2022-01-07,6,1388699.6,16052378,-7.7,65,15.3,70,0,7.19,-13.4,-13.3
2022-01-08,7,1352216.5,16999671.1,-6.8,62,12.1,79,0,5.69,-11.9,-12.8
2022-01-09,1,1246003.7,16249052.6,0.8,70,22.7,90,0.9,2.74,-5.1,-4.3
2022-01-10,2,1400083.3,16648601.9,-8.1,49,25.6,80,0.7,5.64,-15.6,-17.2
2022-01-11,3,1505126.9,18124414.1,-13.1,53,14.6,52,0.2,6.75,-19,-20.8
2022-01-12,4,1398719.3,15969153.6,0,64,17.5,90,0,2.33,-5.4,-6
2022-01-13,5,1351306,14998225.4,-1,83,4.8,93,0.1,1.91,-4.3,-3.5
2022-01-14,6,1411855.7,15862295.1,-8.2,58,19.8,48,0,8.8,-14.5,-15.3
2022-01-15,7,1466373.3,18782667.9,-17.2,35,14.3,43,0,8.29,-23.4,-29.7
2022-01-16,1,1354417.4,17795639.3,-7.2,59,12.9,46,0.1,9.04,-12.5,-14
2022-01-17,2,1262137.2,16869380.5,-4,83,23,100,35,2.96,-10.3,-6.5
2022-01-18,3,1372421.5,16046306.9,-7.2,75,11,57,0.6,9.52,-12.1,-10.8
2022-01-19,4,1383200.6,15396407.3,0.6,76,23.6,93,2.8,6.8,-5.4,-3.2
2022-01-20,5,1483817.5,16803199.5,-14.7,69,12.2,18,0,9.94,-20.3,-19.2
2022-01-21,6,1521349.2,17446018,-17.9,66,6.6,29,0,9.6,-22.7,-22.7
2022-01-22,7,1438128.5,17723964.6,-9.4,79,16.7,92,0.1,6.28,-15.2,-12.4
2022-01-23,1,1351421.4,17565561.8,-9,72,14.4,67,0.3,7.88,-14.6,-13.2
2022-01-24,2,1461661.9,17242640.8,-11.9,75,11.2,83,3.6,4.01,-17,-15.4
2022-01-25,3,1457941,16427094.3,-10,69,13.2,36,0.1,10.52,-15.5,-14.8
2022-01-26,4,1505718.6,17105709.4,-14.4,71,9.3,69,0.3,8.07,-19.5,-18.6
2022-01-27,5,1496980,16791994.3,-7.2,77,23.8,99,0,5.21,-14,-10.5
2022-01-28,6,1521079.9,17056982.3,-12.9,70,16.1,42,0,11.41,-18.9,-17.3
2022-01-29,7,1479871.4,18423333.4,-18.3,61,11.4,7,0,11.45,-23.9,-24.1
2022-01-30,1,1365311,17911731.6,-12.6,69,8.6,46,0,10.88,-17.5,-17.1
2022-01-31,2,1411606.6,15918763,-8.9,76,8.7,53,0,9.26,-13.5,-12.3
2022-02-01,3,1392369.1,15031837.4,-1.2,77,14.8,88,0,10.32,-6.1,-4.9
2022-02-02,4,1380142.8,14844133.4,1.8,82,16.8,100,11.4,2.66,-3,-1.1
2022-02-03,5,1463572.8,16009316.2,-5.9,79,19.9,100,7,3.97,-11.9,-8.9
2022-02-04,6,1523721.3,16673025.9,-11.1,70,14.5,100,2,9.58,-16.8,-15.5
2022-02-05,7,1467672.7,17366783.7,-13.2,69,8.9,58,0,12.35,-18.2,-17.9
2022-02-06,1,1344435.2,16766482.9,-4.5,74,20.1,66,0,11.03,-10.6,-8.5
2022-02-07,2,1359416.3,14936280.2,-1.9,81,13.4,71,0,10.71,-6.6,-4.7
2022-02-08,3,1393186.4,14850817.6,-3.6,79,12,76,0,9.99,-8.4,-7
2022-02-09,4,1368686.2,14429565,-0.1,81,15.4,77,0.1,9.65,-4.9,-2.9
2022-02-10,5,1375610.3,14386313.5,0.5,81,17.5,82,0.1,10.49,-4.5,-2.5
2022-02-11,6,1395823.5,14629686.2,-0.3,87,21.2,89,4.4,3.39,-5.8,-2.2
2022-02-12,7,1366466.5,15647065.2,-4.7,75,18.7,74,0.6,11.13,-10.4,-8.5
2022-02-13,1,1376489.4,17567859.2,-14.8,64,9,48,0,13.06,-19.9,-20.4
2022-02-14,2,1490145.7,16816626.3,-14.2,59,10.8,45,0,13.48,-19.6,-20.7
2022-02-15,3,1472480.8,16147496.8,-8.1,68,11.3,64,0,10.63,-13.2,-13.1
2022-02-16,4,1382883.5,14646857.6,3,68,26.3,100,0.6,9.91,-3.3,-2.5
2022-02-17,5,1369660.8,14435137.4,3.5,88,21.8,100,31.6,2.04,-1.5,1.7
2022-02-18,6,1446766,15519576.2,-7.5,71,20.1,79,6.7,13.78,-13.8,-12
2022-02-19,7,1417694.9,16437929.9,-6.9,66,29.6,53,2,14.54,-14.6,-12.4
2022-02-20,1,1306761.1,15781335.4,-4.3,70,22.4,50,0,12.57,-10.6,-9
2022-02-21,2,1190105.6,14466583.2,1.2,81,13,90,0,13.39,-3,-1.8
2022-02-22,3,1356128.3,14357896.7,2.5,87,15.5,98,15.1,3.62,-1.7,0.5
2022-02-23,4,1404877.2,14753752.2,-2.3,65,22.1,85,0.1,11.38,-8.4,-8.4
2022-02-24,5,1466518.8,15647047.7,-8.7,51,13.1,35,0,14.37,-14.3,-17.3
2022-02-25,6,1500460.3,16099857.4,-8.3,65,20.6,59,10.6,10.98,-14.8,-13.8
2022-02-26,7,1420991.5,16454818.6,-7.7,69,17,40,0,11.51,-13.5,-12.7
2022-02-27,1,1330856.7,16460490.5,-3.2,62,23.8,51,0.1,11.47,-9.8,-9.6
2022-02-28,2,1419055.1,15673612.1,-7.8,56,9.9,61,0.2,14.55,-12.7,-15.3
2022-03-01,3,1386423.6,14742958.2,-0.3,73,12.1,81,2.2,5.47,-4.8,-4.6
2022-03-02,4,1372864.7,14290749.2,-1.2,67,13.3,62,0.2,12.64,-6.1,-7
2022-03-03,5,1435040,15090490.5,-6.3,49,17.1,41,0,16.19,-12.4,-15.9
2022-03-04,6,1427895.9,14983971.5,-4.7,50,14,58,0,16.74,-10.2,-14
2022-03-05,7,1327230.8,15036687,-1,60,15,100,0,11.03,-6.2,-7.9
2022-03-06,1,1181017.1,13985740.8,7.9,74,25.1,59,5.8,15.81,2.8,3.1
2022-03-07,2,1304400.5,14059002.5,0.4,85,14.4,100,9,3.01,-4.1,-1.8
2022-03-08,3,1331579.5,13895048.8,-0.9,63,13.5,86,1.1,9.44,-5.9,-7.4
2022-03-09,4,1323554.4,13669086,-0.5,73,6.9,76,0,12.23,-4.3,-4.9
2022-03-10,5,1318242.4,13412416.8,-0.2,65,11.3,78,0,16.05,-4.7,-6.2
2022-03-11,6,1385344.3,14320784.9,-2,79,9.3,100,3.8,4.38,-6.1,-5.1
2022-03-12,7,1368384.6,15623620.4,-4.8,46,25.6,76,0.4,17.08,-12,-15.2
2022-03-13,1,1322530.2,16320163.3,-5.1,62,22.1,73,0.5,7.81,-11.7,-11.3
2022-03-14,2,1308511.2,13961960.7,0.3,77,8.6,71,0,8.99,-3.5,-3.3
2022-03-15,3,1337872.6,13904290.2,0.3,94,7.6,100,10.9,3.56,-3,-0.6
2022-03-16,4,1322671.3,13528309.9,0.7,98,6.9,97,0,11.93,-2.3,0.4
2022-03-17,5,1255971.3,12221747.3,5.6,85,7.6,82,0,16.21,3.1,3.2
2022-03-18,6,1213315.3,11728638.5,7.1,80,11,72,0.2,14.35,4.1,3.8
2022-03-19,7,1191927.3,13145069.1,6.4,91,17.7,92,2.5,10.59,2.7,5
2022-03-20,1,1126090.4,13277259,5.2,69,18.7,75,1.3,12.92,0.3,-1
2022-03-21,2,1185420.7,12263226.4,5.2,54,16.1,50,0.1,15.38,0.3,-4
2022-03-22,3,1239419.2,12629600.4,0.9,59,9.8,89,0,16.68,-3.3,-6.4
2022-03-23,4,1311768.4,13685892,2.1,73,30,100,18.5,5.9,-4.8,-2.4
2022-03-24,5,1267639,12752987.6,7.5,79,20.6,89,4.3,11.57,3.1,3.9
2022-03-25,6,1271422,12807508,4.1,77,17.1,78,0,5.86,-0.5,0.3
2022-03-26,7,1219458.6,13618798.1,3.6,77,15.6,89,3.1,11.07,-0.8,-0.4
2022-03-27,1,1235768.4,15353852.5,-3.6,53,24.2,88,1.6,14.56,-10.5,-12.2
2022-03-28,2,1380645.4,15305168.5,-7.1,42,21.1,53,0.2,20.55,-13.7,-18
2022-03-29,3,1358080.3,14274732.1,-3,43,11,8,0,22.01,-7.9,-14.6
2022-03-30,4,1375960.4,14511424.3,-0.7,66,19.4,99,1.8,5.89,-6.4,-6.5
2022-03-31,5,1260499.4,12502011.7,9.2,72,23.5,82,3.1,15.92,4.5,4.2
2022-04-01,6,1303584.4,13218381.4,1.8,64,18.7,92,1,9.19,-3.6,-4.5
2022-04-02,7,1227013.6,13638449.4,0.4,68,9.1,60,0,19.76,-3.5,-5
2022-04-03,1,1150847.7,13941378.1,2.2,68,12.4,85,1.9,9.95,-2.2,-3.2
2022-04-04,2,1210313.6,12679034.4,2.1,76,9,88,0.3,14.9,-1.6,-1.9
2022-04-05,3,1214308.2,12161221,5,77,15.2,91,0.8,15.36,1,1.2
2022-04-06,4,1202280.6,11925552.4,6.6,79,22.6,87,6.2,11.05,1.8,3.2
2022-04-07,5,1191972.8,11569178.7,8.2,88,14.2,73,4.3,17.74,5.3,6.3
2022-04-08,6,1210213.6,11883576.4,5.3,78,12.9,65,1.5,19,1.6,1.6
2022-04-09,7,1175878.7,13088970.6,4.1,76,10.5,80,2.5,14.62,0.5,0
2022-04-10,1,1114652.8,13395232.8,3.3,61,16.8,79,0,14.86,-1.7,-3.7
2022-04-11,2,1181702.1,12350899.2,4.5,79,11.3,83,1.8,17.06,1.1,1.1
2022-04-12,3,1155109.5,11150346.6,9.4,66,11.5,57,0,23.85,6.5,3
2022-04-13,4,1158291.9,11148643,11.5,80,14.5,99,0.9,16.69,9.2,8.1
2022-04-14,5,1163501.2,11028668.6,11.2,67,21.2,65,1.5,16.76,7.1,4
2022-04-15,6,1057489.3,12095735.1,8.3,55,25.9,53,2.1,21.96,2.5,-0.5
2022-04-16,7,1112059.3,12341413.2,2.8,68,9.6,88,1.4,17.28,-1.1,-2.9
2022-04-17,1,1055373.7,12912558.3,2.3,56,12.3,55,0.2,21.53,-2.2,-5.9
2022-04-18,2,1160583.1,12964484,1.6,81,19.9,73,11.5,13.33,-3.6,-1.6
