Date,Day of the week,Daily CI Total Consumption,Daily Residential Total Consumption,temperature_2m_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),cloud_cover_mean (%),precipitation_sum (mm),shortwave_radiation_sum (MJ/m?),apparent_temperature_mean (ÁC),dew_point_2m_mean (ÁC)
2020-04-12,1,931191.4,13242758.2,6.2,69,10.4,95,0,8.95,2.7,0.8
2020-04-13,2,979596,12548741.2,9.1,76,22.8,94,19.2,10.16,4.8,4.7
2020-04-14,3,1028228.1,12943429.5,3,49,20.8,57,0.7,15.44,-3,-7
2020-04-15,4,1056317.6,13448486.3,0.2,52,14.7,38,0.1,17.45,-5,-8.9
2020-04-16,5,1068436.8,13616202.6,0,49,16.7,34,0.4,17.14,-5.7,-10
2020-04-17,6,1059149.8,13462166.8,1.1,63,13.3,73,0.3,15.34,-3.6,-5.5
2020-04-18,7,993575.5,13493223.1,3,68,13.1,56,0,18.2,-1.3,-2.8
2020-04-19,1,957376.6,13556440,7.1,64,21.2,56,2.1,12.38,2.1,0.7
2020-04-20,2,1019138.8,12805284.4,1.6,63,11.8,43,0,19.39,-2.7,-4.7
2020-04-21,3,1048399.8,13208166.3,3.1,55,29.6,48,1.6,22.9,-3.8,-5.5
2020-04-22,4,1061649.8,13311410.7,1.1,43,20.9,16,0,26.45,-4.9,-10.7
2020-04-23,5,1050848.6,13151661.1,1,51,14.7,68,0,20.4,-4.1,-8.2
2020-04-24,6,1031024.1,12808172.5,5.5,53,10.6,85,0,10.26,1.4,-3.4
2020-04-25,7,957549.6,12521629.3,5.9,56,10.5,44,0,26.24,2.2,-3.2
2020-04-26,1,931846.3,12969643.4,7.4,61,19.8,100,5.2,6.2,2.4,-0.4
2020-04-27,2,970693,11744399.1,7.7,55,12.9,34,0,24.86,3.8,-0.9
2020-04-28,3,988229.3,11913391.4,6.5,70,15.4,93,0.4,14.31,2.5,1.4
2020-04-29,4,999365.2,12232397.1,8.5,77,23.9,100,5.5,10.51,3.8,4.7
2020-04-30,5,992628.2,11942332.2,10.1,95,11.2,99,20.9,7.14,8.3,9.4
2020-05-01,6,980113.6,11514270.6,10.9,74,13.6,53,0.6,19.94,8,5.7
2020-05-02,7,936141.1,12204772.9,9.7,66,12.1,94,1.9,14.64,6.6,3.6
2020-05-03,1,888212.3,11567624.9,13.6,63,14.9,36,0,26.11,10.7,5.8
2020-05-04,2,962597.1,11588247.1,7.1,57,20.1,43,0.3,21.2,2,-1.3
2020-05-05,3,986083.3,11852867.2,4.6,61,8.6,78,0,24.81,1.2,-2.5
2020-05-06,4,981540.4,11626179.1,6.9,56,9.2,73,0,23.28,3.5,-1.5
2020-05-07,5,989924.2,11910453.7,6.8,46,14.7,28,1.3,18.45,2.1,-4.1
2020-05-08,6,1032136.3,12685758.9,1.7,47,17.1,50,0.4,14.85,-3.9,-8.7
2020-05-09,7,1018553.1,13910345.1,1.7,53,21.6,56,0.6,19.48,-4.3,-7
2020-05-10,1,956357.8,13379168.9,4.1,72,8.8,82,1.2,10.75,0.6,-0.6
2020-05-11,2,1033998.7,12851726.2,4.4,70,16.5,87,4.9,12.35,-0.3,-1
2020-05-12,3,1036919.7,12758277.7,3.4,50,16.5,42,0.4,17.83,-1.9,-6.4
2020-05-13,4,1014570.2,12092202.7,4.9,54,13.1,15,0,29.38,0.8,-4
2020-05-14,5,1011571.2,12177929.5,6.5,72,8.9,99,6.8,9.92,3.4,1.6
2020-05-15,6,1002329.2,11878162.5,12.2,92,12.5,85,7.1,10.12,10.7,10.8
2020-05-16,7,924304.1,11365523.8,10.9,81,11.1,48,0,24.04,8.9,7.6
2020-05-17,1,887744.8,11664804.9,10.2,77,18.1,99,1.9,13.11,6.7,6.4
2020-05-18,2,901503.6,12230868.4,11.1,86,27.9,99,12.6,14.39,6.7,8.8
2020-05-19,3,974980.9,11336723.1,11.8,51,28.1,97,0,17.34,6,2.1
2020-05-20,4,966299.5,10819333.5,11.9,61,15.9,24,0,29.93,8.8,4.5
2020-05-21,5,964051.9,10783204.5,12.4,57,8.3,16,0,30.44,10.3,3.8
2020-05-22,6,981764.1,11019448.9,14.1,63,6.5,30,0,27.55,13.1,7.1
2020-05-23,7,964750.4,12320269.5,16.6,75,7.3,52,0,28.16,16.7,11.9
2020-05-24,1,951331.6,13907923.1,15.9,85,11.4,68,2.2,23.77,15.6,13.2
2020-05-25,2,1116733.6,17035527.4,20.7,85,12.4,55,3.4,26.23,22.1,17.9
2020-05-26,3,1199108.3,19595723.6,19.8,88,5.8,38,0,25.71,22,17.6
2020-05-27,4,1226029.4,19570955.6,19.2,84,7.1,59,0,22.25,20.4,16.2
2020-05-28,5,1145036.9,15382850.8,17.9,89,8.9,78,8.1,9.67,18.8,16
2020-05-29,6,1089872.6,13628875.4,18.4,82,17.6,60,0.5,19.02,17.8,15.3
2020-05-30,7,950743.5,11850551.9,13.8,72,15.7,31,0.6,23.16,11.3,8.7
2020-05-31,1,877208.5,11514586.8,10.7,60,14.2,34,0.1,25.38,7.3,2.5
2020-06-01,2,962354,11115001.7,14.7,54,13,38,0,28.64,11.9,5
2020-06-02,3,1000948.9,11657530.1,16.1,74,12.5,75,7.7,20.35,14.9,11.3
2020-06-03,4,1071728.5,13210994.4,19.4,79,11.5,63,1.6,17.83,19.6,15.2
2020-06-04,5,1134977.3,15604030.8,20.1,68,13.7,60,0,26.09,19.8,13.9
2020-06-05,6,1156851.1,16482600.1,20,79,10.2,41,0.2,24.34,20.9,16.1
2020-06-06,7,1052282.4,14920802.3,19.1,55,16.8,23,1.3,25.59,16.9,9.7
2020-06-07,1,940091.7,12780396.4,15.8,58,15.1,24,0,28.76,13.2,7.2
2020-06-08,2,1020898.1,12354506.4,15.6,61,10.3,6,0,29.21,14.1,8
2020-06-09,3,1151470,16347069,20.8,56,10.2,36,0,28.94,20.3,11.5
2020-06-10,4,1232139.4,18904171.2,22.2,74,17.4,57,5.4,23.62,22.6,17.2
2020-06-11,5,1134811.7,14558315.8,20.1,62,23.6,44,6.1,24.39,17.4,11.8
2020-06-12,6,1036375,11845372.2,15.2,53,18.4,21,0,28.93,11.8,5.5
2020-06-13,7,935824.3,11210452.4,12.9,59,9.4,44,0,29.44,10.8,4.6
2020-06-14,1,887333.4,11385430.8,13.4,61,11,22,0,29.63,11.2,5.8
2020-06-15,2,987069,11248057.5,15.1,56,11.4,6,0,30.82,12.9,6
2020-06-16,3,1039545.1,11975090.9,16.3,57,9,9,0,30.56,14.8,7.3
2020-06-17,4,1105220.6,13782024.5,17.7,62,7,2,0,30.31,17.2,9.9
2020-06-18,5,1181034,16326491.1,19.6,60,9.1,45,0,29,19.2,11.4
2020-06-19,6,1249039.5,18991097.7,21.4,71,6.3,33,1.9,26.24,22.7,15.6
2020-06-20,7,1226996.8,21164058.9,22.5,70,7.2,34,0,27.38,23.9,16
2020-06-21,1,1188732.8,22275841.3,22.7,73,7.4,18,0,27.01,24.6,17.4
2020-06-22,2,1294259.3,20807823.3,22.4,81,6.8,76,2.4,18.23,24.8,18.8
2020-06-23,3,1258337.4,17651831.2,21.2,86,15.1,74,9.1,14.64,22.1,18.6
2020-06-24,4,1122956.5,12793959.6,18.8,56,24.2,52,0,22.22,15.3,9.5
2020-06-25,5,1143860.3,13223349.6,19.3,59,12.5,64,0,22.38,17.9,10.9
2020-06-26,6,1232118.9,16176486.4,21.5,54,12.7,44,0,21.65,20.2,11.5
2020-06-27,7,1226670.9,18742822.3,23.4,69,11.5,60,9.2,22.74,24.4,16.9
2020-06-28,1,1172897,19588136.3,22.9,64,13.3,12,0.9,26.16,23.1,15.2
2020-06-29,2,1310674.2,20427323.7,24.3,56,13,26,0.2,24.53,24.2,14.7
2020-06-30,3,1320822.6,19393647,22.4,69,8.6,14,0.1,26.27,23.7,16.2
2020-07-01,4,1198075.5,20159660.2,23,69,8.2,14,0.1,24.96,24.3,16.5
2020-07-02,5,1447572.6,23493566.4,27.1,46,13.4,17,0,26.41,26.8,14
2020-07-03,6,1469708.6,24197366.7,26.2,57,12.4,33,0.3,25.11,27,16.8
2020-07-04,7,1349738.9,22661181.5,24.9,47,14.3,22,0,29.33,24.1,12.3
2020-07-05,1,1262495.9,22417236.5,24.5,43,9.1,67,0,23.49,23.8,10.9
2020-07-06,2,1407354.4,23018470.3,23.8,62,11.7,13,0,26.14,24.5,15.9
2020-07-07,3,1478889.5,24275118.5,25.7,58,9.9,22,0,24.94,26.8,16.6
2020-07-08,4,1503663.9,25140736.8,26.7,66,10.7,31,0.5,23.25,28.9,19.5
2020-07-09,5,1547330.6,25950038.5,26.7,61,8,20,0.1,26.63,29.1,18.4
2020-07-10,6,1561328,26281324.9,26.5,71,10.7,14,0.1,26.47,29.4,20.6
2020-07-11,7,1347102,20674142.6,23.6,82,11.9,89,17.6,11.66,25.9,20.3
2020-07-12,1,1195887.6,18344566.9,22.2,69,12.1,62,2.3,20.77,22.7,16.1
2020-07-13,2,1237556.1,15903277.6,21,68,13.8,49,1.3,20.37,20.6,14.7
2020-07-14,3,1276868.1,16426941.6,21.5,70,11.2,48,0.3,24.05,21.8,15.3
2020-07-15,4,1364240,19110163.9,22.9,71,8.9,59,0,26.96,24.5,17.1
2020-07-16,5,1358717.9,18094169.2,23.5,83,11.4,81,5.5,12.57,26,20.5
2020-07-17,6,1408253.2,20680206,24.2,70,12.8,9,0.6,27.75,25.6,17.8
2020-07-18,7,1389426.8,23376710.3,25.2,62,13.9,51,0,26.94,26.1,17.2
2020-07-19,1,1281599.9,22435817.2,26.2,75,19,74,1.9,15.45,28,21.3
2020-07-20,2,1362370.9,20403785.9,24.9,59,17.3,36,0.1,21.33,24.4,15.9
2020-07-21,3,1293508.1,16752481.5,20.9,71,7.3,68,0,17.33,21.6,15.2
2020-07-22,4,1313901.3,16904566.3,23.4,82,10.3,84,4.3,15.24,25.9,20.2
2020-07-23,5,1327211.9,17451939.5,22.8,72,9.8,29,0.9,20.79,24,16.9
2020-07-24,6,1346751.2,18303260.8,22.3,70,9.2,4,0,26.43,23.6,16.5
2020-07-25,7,1311378.5,20199972.1,23.4,62,9.9,51,0,26.94,24.1,15.2
2020-07-26,1,1321287,23898241.1,27,56,16.4,68,0,25.02,27.4,17.1
2020-07-27,2,1475569.6,24832912.4,28,61,18.2,52,3.1,21.25,29.1,19.5
2020-07-28,3,1409983,20361074,24.3,57,12.4,33,1.4,21.39,24.2,14.5
2020-07-29,4,1403438,19671198.7,23.9,61,12.3,46,6.5,20.66,24,15.4
2020-07-30,5,1383710.2,18558301.3,22.5,57,9.9,26,0.7,22.62,22.2,13.1
2020-07-31,6,1392373.9,18878138,23,64,10,20,0.5,23.5,23.5,15.2
2020-08-01,7,1316158.2,19408448.1,23.7,65,12.3,74,0,25.18,24.3,16.1
2020-08-02,1,1194300.8,17826339.6,22.5,84,22.9,67,13.7,17.61,22.8,19.4
2020-08-03,2,1117152.5,15936419.7,21.1,80,10,76,2.6,16.96,22.3,17.4
2020-08-04,3,1256261.3,15009022.8,20.6,88,5.9,80,5.9,14.31,22.8,18.4
2020-08-05,4,1206342.9,13442257.8,18.9,64,16.9,20,0,22.83,16.9,11.1
2020-08-06,5,1209653.1,13333205.7,18.2,66,8.2,33,0.1,25.08,17.8,11.4
2020-08-07,6,1258264,14507835.8,20.1,66,6.7,23,0,23.93,20.5,13.3
2020-08-08,7,1232005.7,16301830.8,21.4,68,11.9,29,0,24.3,21.6,14.9
2020-08-09,1,1247247.9,20482707.2,24,67,12.6,60,1.5,18.06,25,17.5
2020-08-10,2,1453146.7,23444317.5,25.5,75,14.1,47,0.1,21.48,27.7,20.4
2020-08-11,3,1461176.1,21415503.5,24.8,65,15.5,52,0.6,18.33,25.2,17.1
2020-08-12,4,1384691.8,18418806.5,21.9,56,9.7,48,0,24.62,21.4,12
2020-08-13,5,1428711.4,19609685.2,23.7,60,8.1,27,0,25.33,24.5,14.9
2020-08-14,6,1432503.2,19674420.8,23.7,58,12.7,20,0,25.01,23.7,14.5
2020-08-15,7,1329515,18894003.1,22.3,70,12.2,35,1.3,22.83,23.1,16.4
2020-08-16,1,1201567.5,17261796.2,21.8,78,8.1,65,3.5,11.3,23.4,17.6
2020-08-17,2,1242015.9,14851101.2,19.7,80,10.1,46,7.9,17.01,20.3,15.9
2020-08-18,3,1219260.3,13560032,19.2,65,14.3,21,0.1,19.56,17.8,12.1
2020-08-19,4,1192183.2,12707471.3,18,58,11.4,36,0.1,19.86,16.2,9
2020-08-20,5,1240611.3,13578543.2,18.8,65,14.5,57,0,23.65,17.4,11.7
2020-08-21,6,1332666.8,16550826,22.4,64,10.5,34,0.4,18.77,22.8,15.2
2020-08-22,7,1338358.8,19696083.2,23,77,6.6,54,0.1,20.29,25.3,18.4
2020-08-23,1,1307499.1,21791842.5,24.4,71,8.6,36,0.1,21.58,26.3,18.3
2020-08-24,2,1462250.1,22615432.7,25.7,63,11.1,28,0.3,19.4,26.9,17.6
2020-08-25,3,1436620.5,20243726.4,23.3,67,17.1,20,2.6,21.28,23.2,16
2020-08-26,4,1246538.5,13696053,18.2,74,8.6,61,2.8,18.3,18.1,13.4
2020-08-27,5,1385816.7,17149152.9,23.8,77,16.8,57,9.7,17.24,24.9,19.2
2020-08-28,6,1306876.1,15094802.3,20.6,76,10.6,82,0.3,17.64,21.3,16
2020-08-29,7,1223914,15169113.2,22.2,74,22.1,53,15.3,18.64,21.6,16.9
2020-08-30,1,1073637.9,13460853.6,18.4,66,11.4,26,0,18.15,17.4,11.7
2020-08-31,2,1186003.8,13317303.9,19.1,70,17.3,32,0,21.29,17.8,13.2
2020-09-01,3,1322842.6,16272830.7,22.4,80,11.7,80,1.8,16.45,23.9,18.5
2020-09-02,4,1354357,16646074.6,23.8,71,18.5,78,7.4,15.59,24.1,17.6
2020-09-03,5,1298378.5,15015385.1,20.5,69,15.5,69,0.9,20.13,19.8,14.2
2020-09-04,6,1192382.9,12395344.8,17.8,55,17.3,22,0,18.18,14.8,7.9
2020-09-05,7,1063043.9,11468286.5,17.3,56,13.6,28,0.2,14.26,14.9,8.3
2020-09-06,1,984202.7,11315625,16.5,63,11.3,26,0,22.14,14.8,8.7
2020-09-07,2,991993.1,12780719.9,21.1,68,24.5,95,7.4,11.82,19.2,15
2020-09-08,3,1088854.2,11321896.9,15.7,71,11.5,86,2.4,4.31,14.2,10.5
2020-09-09,4,1101476.6,11146794.5,17.8,88,8.7,84,2.6,10.32,18.4,15.7
2020-09-10,5,1128140.9,11270300.1,18.3,77,13,82,0.2,17.15,17.9,13.9
2020-09-11,6,1091393.3,10856361.7,14.2,70,9.2,37,0,17.94,12.6,8.7
2020-09-12,7,1045817.5,11270497.5,16.4,76,15.1,83,0,18.03,15,12.2
2020-09-13,1,1040539.5,12993197.7,20.4,76,21.2,57,9.4,13.12,19.4,15.7
2020-09-14,2,1056576.4,11040773.4,14.4,58,13.7,5,0,20.33,11.6,5.7
2020-09-15,3,1069585.9,10704152.8,13.4,71,13.5,27,0,19.35,11.1,7.9
2020-09-16,4,1122770.4,11047311.9,18.1,67,20.6,34,0,18.65,15.8,11.8
2020-09-17,5,1112510.4,10978301.7,15.8,68,13.6,48,1.6,15.13,13.9,9.8
2020-09-18,6,1078324.6,10749547.1,11.3,48,17.2,36,0,16.01,6.8,0.4
2020-09-19,7,1013269.8,11364477.8,9.8,52,9.3,23,0,18.61,6.4,0.1
2020-09-20,1,956270.2,11631195.1,12.6,56,9,41,0.5,16.53,9.8,3.9
2020-09-21,2,1052793,10929659,13.7,63,10.8,20,0,18.87,11.5,6.7
2020-09-22,3,1084107.2,10768989.4,14.5,69,8.9,15,0,18.62,12.9,8.4
2020-09-23,4,1143761.3,11245036.6,18.4,63,11.3,4,0,18.76,17,10.3
2020-09-24,5,1156343,11400871,17,82,5.6,79,1,15.17,17.5,13.8
2020-09-25,6,1182339.8,11810347.1,17.7,81,7.1,13,0,17.75,18.1,14
2020-09-26,7,1129847.8,12488621.9,18.8,77,13.8,50,0,15.97,18.3,14.4
2020-09-27,1,1083373.4,13780318.7,21,71,20.9,58,0,15.95,19.8,15.4
2020-09-28,2,1192990.3,13546999.1,20.4,74,15.2,54,0.8,15.18,20,15.4
2020-09-29,3,1126706.6,11464079.2,16.2,72,15.8,85,3.6,11.15,14.2,10.7
2020-09-30,4,1094604.3,10979014.3,13.2,81,16,73,10.6,10.51,10.9,9.9
2020-10-01,5,1095332.1,10844197.8,13.1,67,17.2,46,0.5,13.9,9.8,6.7
2020-10-02,6,1093163.2,11053937.3,10.4,76,12.1,60,2.2,12.5,7.6,6.2
2020-10-03,7,1034466.5,11791341.9,8.9,67,9,85,0.8,11.98,5.9,2.8
2020-10-04,1,988248,12784706.7,9.7,85,8,69,3.7,5.43,7.8,7.2
2020-10-05,2,1068836.9,11362486.8,10.8,76,12.9,30,0,13.46,8,6.4
2020-10-06,3,1096788.3,11163708.1,13.7,70,20.5,46,0.1,13.45,10.3,8.1
2020-10-07,4,1105883.8,11088737.7,13.9,69,23.1,56,4.5,11.65,10.1,8.2
2020-10-08,5,1114320.3,11214043.5,10.8,69,10.5,43,0,10.14,8.1,5
2020-10-09,6,1111669.4,11135483.9,11.2,77,11.7,33,0.9,12.07,8.8,7.1
2020-10-10,7,1034025.4,11415966.7,17.8,67,22.8,38,4,9.12,15.1,11.5
2020-10-11,1,958584.7,11989346.9,9,70,19.8,23,0,11.8,4.7,3.8
2020-10-12,2,931385,12195852.6,13,78,21.2,66,0.3,9.67,9.8,9.3
2020-10-13,3,1080478.8,10926433.3,14,66,15.2,40,9.2,15.14,11.1,7.1
2020-10-14,4,1092000.8,10913544.4,12.5,63,14.4,53,0,13.03,9.3,5.4
2020-10-15,5,1113404.6,11521438,13.6,72,21.2,94,6.9,2.68,10.1,8.5
2020-10-16,6,1113534.7,11353656.4,8.1,62,13.7,31,0,14.05,4.2,0.6
2020-10-17,7,1048969.9,11955117.5,8.4,66,13.3,23,0.1,12.89,4.6,1.9
2020-10-18,1,989162.6,12441274.5,12.1,62,20.8,100,1.5,3.48,7.8,4.8
2020-10-19,2,1104580.8,12082302.3,7.8,88,9.7,100,7.6,2.6,5.4,5.9
2020-10-20,3,1125268.9,11682180.3,9.1,77,11.6,92,3,9.7,6.2,5.1
2020-10-21,4,1126729.5,11518130.9,12.9,79,19.3,82,12.6,7.14,9.9,9.2
2020-10-22,5,1135586.8,11626088.7,10,85,9.1,87,1.4,4.99,8.1,7.5
2020-10-23,6,1126661.9,10929064.1,15.9,86,17.7,54,3.2,11.32,14.4,13.4
2020-10-24,7,1065110.4,12117361.1,7.6,61,17.8,84,0.5,6.47,3.1,0.4
2020-10-25,1,1026704.6,13199905,4.8,67,16.2,67,0,9.24,0.2,-0.8
2020-10-26,2,1133328.3,12473286.7,6.5,79,10.7,100,1.9,3.55,3.3,3
2020-10-27,3,1167077.4,12530491.4,5,87,8.5,72,3.5,2.27,2.2,3
2020-10-28,4,1159871.7,12016220.1,5.2,73,12.7,35,0,11.29,1.3,0.3
2020-10-29,5,1177327.2,12331100.5,5.5,79,12.3,99,2.1,5.2,2,2.1
2020-10-30,6,1223787.1,13140729.1,2,59,14.9,82,0.1,7.09,-3,-5.2
2020-10-31,7,1150463,13550026.6,1.6,67,11.4,27,0,10.17,-2.7,-4.1
2020-11-01,1,1070513.9,13826155.2,6.7,70,26.3,63,4.6,5.83,1.1,1.5
2020-11-02,2,1205084.9,13469323.5,2.4,56,27.8,63,0.6,7.21,-4.5,-5.6
2020-11-03,3,1203612.3,12890950.9,5.7,67,13.5,58,0.1,5.97,1.6,-0.1
2020-11-04,4,1163432,11828197.9,10.5,72,17.5,2,0,10.91,6.9,5.4
2020-11-05,5,1140765.8,11265449,13.2,66,18,61,0,6.03,9.8,7
2020-11-06,6,1131997,10993248.6,12.7,76,16,56,0,9.95,10,8.5
2020-11-07,7,1065766.7,11471557.7,12.9,75,13.8,61,0,10.24,10.5,8.5
2020-11-08,1,1004393.7,11821811.5,11.3,80,8.8,1,0,10.44,9.4,7.8
2020-11-09,2,1088936.6,11033608.1,12.1,77,7.1,18,0,9.31,10.6,8.1
2020-11-10,3,1118421,10894426.4,14.7,79,14.2,22,0,8.56,12.9,10.9
2020-11-11,4,1119742.4,10983101.8,13.3,70,20.8,56,4.1,7.83,9.8,7.5
2020-11-12,5,1145034,11611336.6,5.3,68,6.5,16,0,9.85,2.2,-0.2
2020-11-13,6,1173721.2,12273316.8,6,73,13.6,67,0.2,6.54,2.1,1.3
2020-11-14,7,1111612.4,12956801,4.4,62,11.7,53,0,8.26,0.2,-2.6
2020-11-15,1,1062606,13859191.6,7.4,76,29.8,94,9.6,1.61,1.6,3.3
2020-11-16,2,1193698.4,13328521.8,4.1,58,26.4,87,0,3.68,-2.3,-3.4
2020-11-17,3,1236523.2,13395976.2,0.8,58,19.6,63,0.1,9.15,-5,-6.9
2020-11-18,4,1290601.4,14117840.3,-2.2,63,7.1,82,0.4,6.24,-6.3,-8.3
2020-11-19,5,1230591.3,12885479.9,8,57,24.3,98,0,3.14,2.3,-0.3
2020-11-20,6,1161398.7,11532364.4,11.7,58,18.9,56,0.3,7.82,7.4,3.5
2020-11-21,7,1147312.6,13225602.4,3.9,68,10.6,77,0,4.36,0.1,-1.6
2020-11-22,1,1154021.6,14919900.5,1.4,89,16.1,99,21.6,0.9,-3.1,-0.3
2020-11-23,2,1216151.8,13954291.2,1.4,85,15.9,48,0.3,6.8,-3.1,-0.9
2020-11-24,3,1249234.6,13998821.1,-0.2,83,12.5,70,0.7,7.28,-4.6,-2.8
2020-11-25,4,1233301.4,13566732,5.1,90,11,100,8.1,2.15,2.1,3.5
2020-11-26,5,1188970.5,12743686.3,8.3,90,14.8,82,4.3,4.13,5.3,6.7
2020-11-27,6,1186902.4,12772017.4,6.3,81,8.5,97,0.3,2.23,3.4,3.1
2020-11-28,7,1122775.4,13489592.7,4.3,69,14.9,23,0.3,8.18,-0.1,-1.1
2020-11-29,1,1069862.7,13867247.3,4.7,70,13.6,39,0,7.82,0.6,-0.4
2020-11-30,2,1200978.9,13670357.6,3.5,86,15.2,99,19.8,0.87,-0.6,1.4
2020-12-01,3,1266470.2,14429333.7,-0.2,83,22.7,99,9,1.98,-6.1,-2.8
2020-12-02,4,1256632.7,14074604.9,1.1,64,20.6,43,0.4,8.04,-4.7,-5.1
2020-12-03,5,1247972.7,13869006.2,2,67,19.8,59,0,6.8,-3.5,-3.5
2020-12-04,6,1265491.5,14172748.1,2.4,83,16.3,88,3.8,1.56,-2.2,-0.3
2020-12-05,7,1201473.1,14981999.9,-0.7,79,17.8,43,0,7.3,-5.9,-3.9
2020-12-06,1,1160273.4,15663953.6,-2.2,68,13.1,53,0,7.23,-7.1,-7.5
2020-12-07,2,1279071.1,15062699,-4,69,11.4,38,0,5.16,-8.8,-8.8
2020-12-08,3,1294879.2,14821204.2,-2.4,68,12.8,51,0,6.53,-7.3,-7.6
2020-12-09,4,1285912.8,14544134.8,2.2,80,18,97,2.2,2.03,-2.7,-0.9
2020-12-10,5,1254953.4,13927492.2,3,86,11.2,81,0,5.28,-0.6,0.8
2020-12-11,6,1225217.5,13452378.3,3,88,8.3,96,0,6.34,-0.2,1.2
2020-12-12,7,1176312.2,14756774.8,4.8,90,22.4,86,6.8,1.46,0,3.3
2020-12-13,1,1134085.2,15104591.9,2.4,69,17.8,99,0,4.35,-2.7,-2.7
2020-12-14,2,1258741,14711568.1,0.1,65,15.7,64,0.1,3.03,-5,-5.7
2020-12-15,3,1316423.8,15150239.3,-4,59,13.4,88,0,5.07,-9.3,-11
2020-12-16,4,1396630.3,16542802.3,-4.6,64,25.1,100,1.6,1.83,-11.6,-10.6
2020-12-17,5,1381728.5,15869040.8,-5,62,13.5,60,1,6.14,-10.4,-11.4
2020-12-18,6,1362959.9,15664431.4,-5.3,47,8.1,32,0,7.64,-10,-15.5
2020-12-19,7,1259368.7,15863534.5,0.2,84,12.5,95,1.6,2.54,-4.1,-2.3
2020-12-20,1,1170947.8,15451820.6,2.5,92,15.4,94,1.9,2.08,-1.6,1.3
2020-12-21,2,1247456.2,14484188.7,1,86,8.3,80,0.2,2.97,-2.5,-1.1
2020-12-22,3,1267499.2,14488457.4,0.9,74,16.1,74,0,5.72,-4,-3.5
2020-12-23,4,1255055.2,14443760.1,2.7,72,15.7,95,0.7,3.49,-2,-1.9
2020-12-24,5,1172541.3,14923402.2,4.8,82,22.9,99,11.1,1.03,-0.3,1.9
2020-12-25,6,1089317.2,15759178.2,-2,80,22.7,99,10.6,2.41,-8.1,-5
2020-12-26,7,1162363.2,15794101,-3.3,76,25,81,1.4,7.69,-9.9,-7
2020-12-27,1,1156327.7,15543440.6,-1.6,81,14,96,0.6,4.96,-6.3,-4.5
2020-12-28,2,1201062,15048618.4,2,76,23.5,84,5,2.01,-3.7,-1.9
2020-12-29,3,1264003.5,15078361.9,-3.4,61,14.5,40,0,5.64,-8.7,-9.8
2020-12-30,4,1273358.3,15213143.2,1.5,76,21.1,100,5.8,1.6,-3.9,-2.3
2020-12-31,5,1220706.2,15303958.4,0.3,71,16.9,76,0,4.07,-4.9,-4.4
2021-01-01,6,1104001.8,15191103.3,-1.1,81,14.8,79,3.8,3.75,-6,-4.1
2021-01-02,7,1171973.3,15107197.1,0.3,85,12.6,74,11.6,5.44,-3.9,-2
2021-01-03,1,1150300.3,15431948.5,0.5,90,9.6,96,1.7,1.5,-3.2,-1
2021-01-04,2,1245636.5,14819449.2,0,86,6.6,87,0,3.87,-3.4,-2.2
2021-01-05,3,1263952.1,14715727.1,0.6,91,7.8,89,0.5,3.96,-2.7,-0.7
2021-01-06,4,1270916.5,14721285.1,0.1,75,12.7,88,0,3.54,-4.5,-4
2021-01-07,5,1281370.4,14704892.5,-1.7,74,12,93,0,4.39,-6.3,-5.8
2021-01-08,6,1317480.6,15332456.3,-5.9,68,12.6,26,0,7.83,-11,-10.9
2021-01-09,7,1235046,15568011.8,-2.1,58,14.3,94,0,5.91,-7.4,-9.8
2021-01-10,1,1178207.3,15726804,-1.5,78,8,92,0,3.02,-5.5,-5
2021-01-11,2,1273639.4,15074331.3,-1,73,11.7,83,0.1,5.68,-5.5,-5.3
2021-01-12,3,1299719.9,15112088.8,-1.3,76,14.4,94,0.2,2.97,-6.2,-5
2021-01-13,4,1282361.9,14735910.7,0.3,83,15,85,0,4.76,-4.3,-2.2
2021-01-14,5,1241710.7,14219492,1.4,87,8.2,93,0,3.88,-2,-0.5
2021-01-15,6,1239172.1,14134083.2,3.1,85,25.4,96,3.3,4.79,-2.6,0.8
2021-01-16,7,1180169.8,14673120.9,0.9,80,14.6,77,0.6,7.83,-3.7,-2.4
2021-01-17,1,1144357.9,15222331.3,1.1,72,17.5,92,0,3.79,-4.1,-3.5
2021-01-18,2,1241744.6,14597598.1,-2,77,6.1,94,1.2,3.61,-5.7,-5.5
2021-01-19,3,1273841.9,14692979.1,-1.3,69,16.6,63,0.8,8.64,-6.6,-6.5
2021-01-20,4,1316536.4,15441932.2,-4.4,58,15.3,89,0,4.73,-10,-11.5
2021-01-21,5,1290045.8,14874108.5,0.7,67,21.6,85,0.4,4.09,-5.2,-4.8
2021-01-22,6,1306468.6,14986317.9,-1.8,65,18.9,86,0.6,4.95,-7.6,-7.6
2021-01-23,7,1286290.6,16392215.5,-6.9,54,15.5,55,0,8.73,-12.7,-14.8
2021-01-24,1,1223938.7,16509702.3,-5.3,66,6.3,75,0,5.66,-9.5,-10.6
2021-01-25,2,1264028.6,14797519.1,-2.2,76,6.5,68,0,7.22,-6,-6
2021-01-26,3,1311186.1,15432924.4,-1.3,82,23.2,93,11,1.43,-7.3,-3.9
2021-01-27,4,1327916.4,15296424.9,-5.3,72,15,58,0,6.78,-10.7,-9.5
